"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV19","TRAJ17","TRBV30","TRBJ2-3",1
"TRAV19","TRAJ17","TRBV4-1","TRBJ1-2",1
"TRAV19","TRAJ17","TRBV4-3","TRBJ1-2",1
"TRAV19","TRAJ17","TRBV4-3","TRBJ1-4",1
"TRAV19","TRAJ17","TRBV4-3","TRBJ2-3",1
"TRAV19","TRAJ17","TRBV4-3","TRBJ2-7",1
"TRAV19","TRAJ17","TRBV5-1","TRBJ2-1",1
"TRAV19","TRAJ17","TRBV5-1","TRBJ2-3",1
"TRAV19","TRAJ17","TRBV5-5","TRBJ1-2",1
"TRAV19","TRAJ17","TRBV5-5","TRBJ2-3",1
"TRAV19","TRAJ17","TRBV5-6","TRBJ1-1",1
"TRAV19","TRAJ17","TRBV6-1","TRBJ1-1",1
"TRAV19","TRAJ17","TRBV6-1","TRBJ2-7",1
"TRAV19","TRAJ17","TRBV6-5","TRBJ1-4",1
"TRAV19","TRAJ17","TRBV6-6","TRBJ2-3",1
"TRAV19","TRAJ17","TRBV7-3","TRBJ2-2",1
